Sat Sep 24 22:17:23 2022    output.dat

         4672220703 function calls (4533127694 primitive calls) in 3844.272 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  3303187    0.705    0.000    0.705    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:1053(name)
  3269930    0.686    0.000    0.686    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2622(<genexpr>)
  3303603    0.675    0.000    0.675    0.000 {built-in method builtins.callable}
  1661569    0.622    0.000    0.622    0.000 {built-in method builtins.setattr}
  1651181    0.571    0.000    0.571    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:1110(input_spec)
  1634965    0.569    0.000    0.569    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2631(_call_arg_was_passed)
      819    0.560    0.001    0.560    0.001 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_Execute}
  1634965    0.516    0.000    0.516    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:871(compute_mask)
  1651181    0.493    0.000    0.493    0.000 {method 'append' of 'collections.deque' objects}
  3150565    0.455    0.000    0.613    0.000 /home/marie/backgammon/code/agent.py:131(<genexpr>)
  1651180    0.422    0.000    0.422    0.000 {method 'pop' of 'collections.deque' objects}
  1702228    0.389    0.000    0.548    0.000 /home/marie/backgammon/code/agent.py:132(<genexpr>)
    34476    0.363    0.000    0.976    0.000 {built-in method builtins.max}
  1651180    0.308    0.000    0.308    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:486(__enter__)
    56052    0.294    0.000    0.539    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2949(_flatten_modules)
    17032    0.110    0.000    0.110    0.000 {method 'random' of 'numpy.random.mtrand.RandomState' objects}
        1    0.096    0.096    0.096    0.096 {built-in method _pickle.load}
    16215    0.093    0.000   10.773    0.001 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/training.py:459(__call__)
      819    0.079    0.000    0.097    0.000 {method 'choice' of 'numpy.random.mtrand.RandomState' objects}
    56048    0.074    0.000    0.619    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2943(_flatten_layers)
